,PROFILE_CODE,PROFILE_NAME,SCC1,SCC2,SCC3,Aluminum,Ammonium,Antimony,Arsenic,Barium,Cadmium,Calcium,Chloride ion,Chromium,Cobalt,Copper,Elemental Carbon,Indium,Iron,Lead,Magnesium,Manganese,Mercury,Molybdenum,Nickel,Nitrate,Organic carbon,Phosphorus,Potassium,Potassium ion,Selenium,Silicon,Silver,Sodium,Sodium ion,Strontium,Sulfate,Sulfur,Tin,Titanium,Vanadium,Zinc,Zirconium
10,3199.0,Highway Road Dust,Dust,Road,Paved,6.0036,0.0,0.0,0.0,0.0,0.0,2.6679,,0.0265,0.0,0.033,2.7164,0.0,4.7866,0.0625,,0.0953,0.0,0.0,0.0095,0.1243,0.0,0.0,2.9794,0.3342,0.0,18.7067,0.0,,,0.0475,1.1286,0.5626,0.0,0.3386,0.0326,0.1162,0.0146
11,3200.0,Highway Road Dust,Dust,Road,Paved,5.729,0.0,0.0,0.0,0.1377,0.0,2.5657,,0.0271,0.0,0.0219,1.68,0.0,4.5713,0.067,,0.087,0.0,0.0,0.0081,0.0,12.7127,0.0,2.7161,0.2295,0.0,17.596,0.0,,,0.0395,1.1604,0.598,0.0,0.3612,0.0288,0.0932,0.0128
12,3201.0,Paved Road Dust,Dust,Road,Paved,6.5198,0.0,0.0,0.0,0.1278,0.0,1.9432,,0.0253,0.0,0.0206,1.3022,0.0,4.353,0.0644,,0.0867,0.0,0.0,0.0073,0.0,9.9857,0.0,3.0452,0.1892,0.0,20.6395,0.0,,,0.0361,0.7897,0.4894,0.0,0.3924,0.0282,0.0735,0.0145
13,3202.0,Road Sanding,Dust,Road,Sand,8.0873,0.0,0.0,0.0,0.162,0.0,1.2959,,0.0236,0.0,0.0219,0.0,0.0,4.398,0.0125,,0.1325,0.0,0.0,0.0062,0.0,0.0,0.0676,4.139,0.1608,0.0,24.1672,0.0,,,0.0548,0.9043,0.2076,0.0278,0.3236,0.0285,0.0223,0.0189
14,3203.0,Paved Road Dust,Dust,Road,Paved,7.5824,0.0,0.0,0.0,0.1106,0.0,1.4157,,0.0253,0.0,0.0206,0.0,0.0,4.343,0.0548,,0.0931,0.0,0.0,0.0057,0.0,3.3084,0.0838,3.3674,0.1566,0.0,23.8901,0.0,,,0.0348,0.3532,0.2087,0.0,0.4493,0.0301,0.0378,0.0181
15,3204.0,Unpaved Road Dust,Dust,Road,Unpaved,7.4822,0.0,0.0,0.0,0.0,0.0,2.163,,0.0312,0.0,0.0474,0.0,0.0,5.5128,0.0288,,0.1372,0.0,0.0,0.0091,0.0,4.2671,0.1603,2.8299,0.1263,0.0,24.2969,0.0,,,0.0313,0.8688,0.2808,0.0,0.5258,0.0,0.0502,0.0219
16,3205.0,Motor Vehicle Exhaust,Combustion,Mobile; Onroad,Gasoline; Diesel,0.0,1.23,0.0,0.0,0.0,0.0,0.14,,0.01,0.0,0.01,34.34,0.0,0.33,2.3,,0.8,0.0,0.0,0.02,1.06,56.86,0.08,0.02,0.0,0.0,0.43,0.0,,,0.0,1.72,0.59,0.0,0.0,0.0,0.1,0.0
17,3206.0,Motor Vehicle Exhaust,Combustion,Mobile; Onroad,Gasoline; Diesel,0.0,1.2,0.0,0.0,0.0,0.0,0.14,,0.01,0.0,0.01,34.02,0.0,0.35,3.25,,1.14,0.0,0.0,0.02,1.0,55.54,0.1,0.03,0.0,0.0,0.37,0.0,,,0.0,1.66,0.54,0.0,0.0,0.0,0.11,0.0
18,3207.0,Motor Vehicle Exhaust,Combustion,Mobile; Onroad,Gasoline; Diesel,0.0,1.04,0.0,0.0,0.0,0.0,0.13,,0.01,0.0,0.0,46.21,0.0,0.38,0.09,,0.0,0.0,0.0,0.03,0.91,49.49,0.02,0.01,0.0,0.0,0.69,0.0,,,0.0,1.7,0.95,0.0,0.0,0.0,0.1,0.0
19,3208.0,Motor Vehicle Exhaust,Combustion,Mobile; Onroad,Gasoline; Diesel,0.0,0.99,0.0,0.0,0.0,0.0,0.14,,0.01,0.0,0.01,45.79,0.0,0.41,1.35,,0.46,0.0,0.0,0.03,0.83,47.72,0.05,0.02,0.0,0.0,0.6,0.0,,,0.0,1.62,0.89,0.0,0.0,0.0,0.11,0.0
20,3209.0,Motor Vehicle Exhaust,Combustion,Mobile; Onroad,Gasoline; Diesel,0.0,0.66,0.0,0.0,0.0,0.0,0.14,,0.01,0.0,0.01,59.8,0.0,0.52,1.05,,0.35,0.0,0.0,0.04,0.48,35.09,0.03,0.02,0.0,0.0,0.75,0.0,,,0.0,1.44,1.23,0.0,0.0,0.0,0.13,0.0
21,3210.0,Motor Vehicle Exhaust,Combustion,Mobile; Onroad,Gasoline; Diesel,0.0,0.7,0.0,0.0,0.0,0.0,0.13,,0.01,0.0,0.01,60.12,0.0,0.5,0.1,,0.01,0.0,0.0,0.04,0.54,36.41,0.01,0.01,0.0,0.0,0.81,0.0,,,0.0,1.5,1.28,0.0,0.0,0.0,0.12,0.0
22,3211.0,Motor Vehicle Exhaust,Combustion,Mobile; Onroad,Gasoline; Diesel,0.0,0.53,0.0,0.0,0.0,0.0,0.14,,0.01,0.0,0.01,65.48,0.0,0.56,0.73,,0.23,0.0,0.0,0.04,0.35,30.3,0.02,0.02,0.0,0.0,0.82,0.0,,,0.0,1.38,1.38,0.0,0.0,0.0,0.13,0.0
23,3212.0,Motor Vehicle Exhaust,Combustion,Mobile; Onroad,Gasoline; Diesel,0.0,0.42,0.0,0.0,0.0,0.0,0.13,,0.01,0.0,0.01,71.25,0.0,0.59,0.1,,0.01,0.0,0.0,0.05,0.24,25.95,0.0,0.01,0.0,0.0,0.92,0.0,,,0.0,1.34,1.54,0.0,0.0,0.0,0.14,0.0
24,3213.0,Gasoline Exhaust,Combustion,Mobile; Onroad,Gasoline,0.0,1.67,0.0,0.0,0.0,0.0,0.14,,0.0,0.0,0.0,17.86,0.0,0.18,1.66,,0.57,0.0,0.0,0.01,1.55,73.44,0.08,0.01,0.0,0.0,0.33,0.0,,,0.0,2.01,0.23,0.0,0.0,0.0,0.08,0.0
25,3214.0,Gasoline Exhaust,Combustion,Mobile; Onroad,Gasoline,0.0,1.61,0.0,0.0,0.0,0.0,0.14,,0.01,0.0,0.01,17.32,0.0,0.21,3.24,,1.14,0.0,0.0,0.01,1.45,71.23,0.12,0.02,0.0,0.0,0.22,0.0,,,0.0,1.91,0.15,0.0,0.0,0.0,0.09,0.0
26,3215.0,Gasoline Exhaust,Combustion,Mobile; Onroad,Gasoline,0.0,1.72,0.0,0.0,0.0,0.0,0.14,,0.0,0.0,0.0,18.28,0.0,0.15,0.39,,0.11,0.0,0.0,0.01,1.63,75.2,0.05,0.0,0.0,0.0,0.41,0.0,,,0.0,2.09,0.29,0.0,0.0,0.0,0.07,0.0
27,3216.0,Gasoline Exhaust,Combustion,Mobile; Onroad,Leaded Gasoline,0.0,1.0183,0.0,0.0,0.0,0.0,0.1528,,0.0395,0.0,0.0167,28.8613,0.0,0.3828,3.7178,,0.9098,0.0,0.0,0.0182,0.5701,60.8471,0.1122,0.0565,0.0786,0.0,0.099,0.0,,,0.0,1.6754,0.5159,0.0,0.0,0.0,0.1893,0.0
28,3217.0,Gasoline Exhaust,Combustion,Mobile; Onroad,Leaded Gasoline,0.0,1.0663,0.0,0.0,0.0,0.0,0.2137,,0.033,0.0,0.0246,19.8701,0.0,0.3164,5.998,,1.6279,0.0,0.0,0.0115,0.5847,65.4731,0.2188,0.0,0.0,0.0,0.0,0.0,,,0.0,0.8478,0.0,0.0,0.0,0.0,0.2107,0.0
29,3218.0,Gasoline Exhaust,Combustion,Mobile; Onroad,Leaded Gasoline,0.0,1.4902,0.0,0.0,0.0,0.0,0.1507,,0.0193,0.0,0.0186,16.2587,0.0,0.2685,6.4075,,2.2847,0.0,0.0,0.0079,1.2404,66.8147,0.1877,0.0496,0.0,0.0,0.0,0.0,,,0.0,1.7043,0.0,0.0,0.0,0.0,0.1045,0.0
30,3219.0,Diesel Exhaust,Combustion,Mobile; Onroad,Diesel,0.0,0.3387,0.0,0.0,0.0,0.0,0.1612,,0.0223,0.0,0.0051,78.827,0.0,0.5884,0.1713,,0.0078,0.0,0.0,0.0219,0.0978,18.5371,0.061,0.018,0.0,0.0,0.4449,0.0,,,0.001,1.3678,1.189,0.0,0.0,0.0,0.1444,0.0
31,3220.0,Diesel Exhaust,Combustion,Mobile; Onroad,Diesel,0.0,0.3266,0.0,0.0,0.0,0.0,0.0665,,0.0056,0.0,0.0024,72.5022,0.0,0.1098,0.0245,,0.0016,0.0,0.0,0.0066,0.1067,25.7472,0.0326,0.0061,0.0,0.0,0.3969,0.0,,,0.0,1.1451,0.7241,0.0,0.0,0.0,0.0758,0.0
32,3221.0,Diesel Exhaust,Combustion,Mobile; Onroad,Diesel,0.0,0.3503,0.0,0.0,0.0,0.0,0.1341,,0.0138,0.0,0.0072,74.0359,0.0,0.6145,0.1025,,0.0069,0.0,0.0,0.0513,0.1696,23.3335,0.0,0.0157,0.0,0.0,0.9419,0.0,,,0.0,1.298,1.6063,0.0,0.0,0.0,0.1418,0.0
33,3222.0,Gasoline Exhaust - Unleaded,Combustion,Mobile; Onroad,Gasoline,0.0,2.2835,0.0,0.0,0.0,0.0,0.1599,,0.0211,0.0,0.0114,55.7615,0.0,0.2737,0.1616,,0.022,0.0,0.0,0.0295,0.7006,35.5651,0.0,0.0506,0.0,0.0,0.7185,0.0,,,0.0,4.9885,2.2005,0.0,0.0,0.0,0.2341,0.0
34,3223.0,Gasoline Exhaust - Unleaded,Combustion,Mobile; Onroad,Gasoline,0.0,5.6991,0.0,0.0,0.0,0.0,0.1794,,0.0292,0.0,0.021,49.0934,0.0,0.4153,0.2669,,0.0413,0.0,0.0,0.0654,0.8545,30.3239,0.0,0.0817,0.0,0.0,0.8285,0.0,,,0.0,12.9023,5.4509,0.0,0.0,0.0,0.2846,0.0
35,3224.0,Gasoline Exhaust - Unleaded,Combustion,Mobile; Onroad,Gasoline,0.0,0.5547,0.0,0.0,0.0,0.0,0.1505,,0.0345,0.0,0.0349,26.4538,0.0,0.2772,0.0845,,0.0282,0.0,0.0,0.0203,0.4399,70.8052,0.2676,0.0628,0.0,0.0,0.0,0.0,,,0.0,1.2601,0.819,0.0,0.0,0.0,0.1923,0.0
36,3225.0,Gasoline Exhaust - Unleaded,Combustion,Mobile; Onroad,Gasoline,0.0,3.2898,0.0,0.0,0.0,0.0,0.1534,,0.0,0.0,0.0,25.059,0.0,0.1801,0.0991,,0.0,0.0,0.0,0.0122,4.0032,62.7812,0.0778,0.0,0.6594,0.0,0.6856,0.0,,,0.0,4.0961,0.3978,0.0,0.0,0.0,0.0726,0.0
37,3226.0,Gasoline Exhaust - Unleaded,Combustion,Mobile; Onroad,Gasoline,0.0,0.4205,0.0,0.0,0.0,0.0,0.1416,,0.025,0.0,0.0181,21.0685,0.0,0.1666,0.0548,,0.0151,0.0,0.0,0.0159,0.5536,76.8689,0.1748,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.586,0.0,0.0,0.0,0.1672,0.0
38,3227.0,Gasoline Exhaust - Unleaded,Combustion,Mobile; Onroad,Gasoline,0.0,1.7352,0.0,0.0,0.0,0.0,0.1351,,0.0,0.0,0.0,18.3873,0.0,0.1483,0.0729,,0.0,0.0,0.0,0.0083,1.6509,75.6448,0.0464,0.0,0.0,0.0,0.4333,0.0,,,0.0,2.1074,0.3004,0.0,0.0,0.0,0.0676,0.0
39,3228.0,Gasoline Exhaust - Unleaded,Combustion,Mobile; Onroad,Gasoline,0.0,0.3318,0.0,0.0,0.0,0.0,0.1487,,0.0165,0.0,0.0,59.5719,0.0,0.1928,0.1014,,0.011,0.0,0.0,0.0089,0.6126,38.56,0.1329,0.0329,0.0,0.0,0.6557,0.0,,,0.0,0.4663,0.3431,0.0,0.0,0.0,0.2053,0.0
40,3229.0,Gasoline Exhaust - Unleaded,Combustion,Mobile; Onroad,Gasoline,0.0,0.34,0.0,0.0,0.0,0.0,0.1362,,0.0193,0.0,0.0,17.8374,0.0,0.1003,0.0369,,0.0,0.0,0.0,0.0133,0.6219,80.5072,0.1191,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.4462,0.0,0.0,0.0,0.1521,0.0
41,3230.0,Gasoline Exhaust - Unleaded,Combustion,Mobile; Onroad,Gasoline,0.0,0.958,0.0,0.0,0.0,0.0,0.1259,,0.0182,0.0,0.0,15.0514,0.0,0.1324,0.0598,,0.0,0.0,0.0,0.0063,0.4747,82.0766,0.0308,0.0423,0.0,0.0,0.3072,0.0,,,0.0,1.1131,0.2516,0.0,0.0,0.0,0.065,0.0
42,3231.0,Refinery,Chemical Reaction,Petrochemical; Catalytic Cracker,Petroleum Products,8.4853,0.3281,0.0,0.0,0.0,0.0,0.1236,,0.0443,0.0,0.0299,0.0,0.0,1.4708,0.0097,,0.016,0.0,0.0079,0.04,0.0,0.0,0.0689,0.0825,0.0115,0.0,17.9733,0.0,,,0.0094,2.3243,0.6304,0.0,0.6178,0.0432,0.0166,0.0166
43,3232.0,Residential Wood Burning,Combustion,Biomass Burning; Residential Wood Combustion; Fireplace,Miscellaneous,0.0034,0.1132,0.0002,0.0003,0.0093,0.0013,0.0664,0.0028,0.0003,0.0005,0.0002,21.1455,0.0021,0.0038,0.0031,,0.003,0.0004,0.0,0.0002,0.2025,49.4961,0.0,0.6346,0.5208,0.0001,0.0443,0.0023,,,0.0006,0.4553,0.1533,0.0006,0.001,0.0007,0.0762,0.0
44,3233.0,Residential Wood Burning,Combustion,Biomass Burning; Residential Wood Combustion; Fireplace,Miscellaneous,0.0029,0.1033,0.0004,0.0004,0.0161,0.0024,0.0548,0.0025,0.0003,0.0006,0.0002,17.6266,0.001,0.0026,0.0023,,0.0021,0.0006,0.0,0.0002,0.1948,49.9097,0.0,0.5633,0.4646,0.0,0.0325,0.0029,,,0.0004,0.4299,0.1411,0.0,0.0005,0.0004,0.0724,0.0001
45,3234.0,Residential Wood Burning,Combustion,Biomass Burning; Residential Wood Combustion; Fireplace,Miscellaneous,0.004,0.1231,0.0,0.0003,0.0025,0.0002,0.0781,0.0031,0.0003,0.0005,0.0002,24.6644,0.0032,0.005,0.0038,,0.0039,0.0002,0.0,0.0003,0.2102,49.0825,0.0,0.7058,0.5771,0.0002,0.0561,0.0017,,,0.0008,0.4807,0.1656,0.0013,0.0015,0.001,0.08,0.0
46,3235.0,Residential Wood Burning,Combustion,Biomass Burning; Residential Wood Combustion; Fireplace,Miscellaneous,0.0,0.0715,0.0,0.0,0.0,0.0,0.0549,0.0017,0.0,0.0,0.0,15.4599,0.0,0.0036,0.0,,0.002,0.0,0.0,0.0,0.146,55.1734,0.0,0.298,0.246,0.0,0.0261,0.0,,,0.0,0.2223,0.0978,0.0,0.0,0.0,0.0317,0.0
47,3236.0,Residential Wood Burning,Combustion,Biomass Burning; Residential Wood Combustion; Woodstove,Miscellaneous,0.0,0.0506,0.0,0.0,0.0,0.0,0.0491,0.0011,0.0,0.0,0.0,12.6172,0.0,0.0036,0.0,,0.0015,0.0,0.0,0.0,0.1178,58.012,0.0,0.1298,0.1086,0.0,0.0169,0.0,,,0.0,0.1058,0.0701,0.0,0.0,0.0,0.0095,0.0
48,3237.0,Residential Wood Burning,Combustion,Biomass Burning; Residential Wood Combustion; Woodstove,Miscellaneous,0.0,0.0104,0.0,0.0009,0.0055,0.0,0.1716,0.0011,0.0,0.0,0.0,9.1694,0.0006,0.0108,0.0,,0.0058,0.0,0.0,0.0001,0.0,36.2382,0.0,0.1019,0.0857,0.0,0.0061,0.0,,,0.0009,0.0255,0.0807,0.0,0.0024,0.0001,0.0045,0.0
49,3238.0,Residential Wood Burning,Combustion,Biomass Burning; Residential Wood Combustion; Woodstove,Miscellaneous,0.0,0.0571,0.0,0.0,0.0126,0.0,0.0075,0.0012,0.0,0.0001,0.0,7.4233,0.0002,0.0007,0.0,,0.0,0.0,0.0,0.0,0.3121,54.5075,0.0,0.121,0.1045,0.0,0.002,0.0,,,0.0,0.1082,0.0608,0.0015,0.0,0.0,0.0092,0.0
50,3239.0,Residential Wood Burning,Combustion,Biomass Burning; Residential Wood Combustion; Woodstove,Miscellaneous,0.0037,0.0998,0.0011,0.0002,0.0077,0.0013,0.0134,0.0013,0.0,0.0002,0.0,15.4673,0.0,0.0014,0.0001,,0.0002,0.0,0.0,0.0,0.0353,66.0123,0.0,0.1044,0.0774,0.0001,0.0139,0.0005,,,0.0001,0.1404,0.0596,0.0,0.0,0.0002,0.0105,0.0
51,3240.0,Residential Wood Burning,Combustion,Biomass Burning; Residential Wood Combustion; Woodstove,Miscellaneous,0.0,0.0351,0.0002,0.0,0.0055,0.0,0.0037,0.001,0.0,0.0001,0.0,18.4086,0.0008,0.0014,0.0,,0.0,0.0,0.0,0.0,0.1237,75.2901,0.0,0.1918,0.1668,0.0,0.0457,0.0006,,,0.0,0.1493,0.0791,0.002,0.0,0.0,0.0137,0.0
52,3241.0,Agriculture Vegetative Burning,Combustion,Biomass Burning; Agriculture,Wheat; Barley,0.04,1.32,0.0,0.0,0.13,0.0,0.05,,0.0,0.0,0.01,11.41,0.0,0.03,0.02,,0.0,0.0,0.0,0.0,0.59,44.29,0.0,7.72,7.17,0.0,0.0,0.02,,0.21,0.0,1.54,0.6,0.0,0.0,0.0,0.02,0.0
53,3243.0,Agriculture Vegetative Burning,Combustion,Biomass Burning; Agriculture,Wheat; Barley,0.05,1.27,0.0,0.0,0.05,0.02,0.05,,0.0,0.0,0.0,12.29,0.01,0.03,0.0,,0.0,0.0,0.0,0.0,0.65,44.37,0.0,7.04,7.78,0.0,0.0,0.03,,0.22,0.0,1.61,0.57,0.0,0.01,0.0,0.01,0.0
54,3246.0,Residential Wood Burning,Combustion,Biomass Burning; Residential Wood Combustion; Fireplace,Bakersfield Cordwood,0.0,0.09,0.0,0.0,0.0,0.0,0.02,,0.0,0.0,0.0,16.05,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.46,45.89,0.0,3.88,3.88,0.0,0.0,0.0,,0.14,0.0,1.37,0.52,0.0,0.0,0.0,0.09,0.0
55,3248.0,Residential Wood Burning,Combustion,Biomass Burning; Residential Wood Combustion; Fireplace,Bakersfield Cordwood,0.0,0.09,0.0,0.0,0.01,0.0,0.07,,0.0,0.0,0.0,15.89,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.46,44.6,0.0,3.99,3.99,0.0,0.0,0.0,,0.14,0.0,1.42,0.52,0.0,0.0,0.0,0.09,0.0
56,3251.0,Oil Combustion,Combustion,Boiler,Crude Oil,0.0,0.84,0.0,0.02,0.0,0.0,0.0,,0.01,0.05,0.01,1.84,0.0,0.68,0.0,,0.0,0.0,0.0,2.36,0.0,1.71,0.0,0.0,0.01,0.03,0.0,0.0,,0.11,0.0,25.29,16.48,0.0,0.01,0.4,0.01,0.0
57,3253.0,Oil Combustion,Combustion,Boiler,Crude Oil,0.0,0.76,0.0,0.02,0.01,0.0,0.0,,0.01,0.05,0.01,3.01,0.0,0.71,0.0,,0.0,0.0,0.0,2.48,0.0,1.99,0.0,0.0,0.01,0.03,0.0,0.0,,0.25,0.0,14.72,15.08,0.0,0.01,0.42,0.01,0.0
58,3256.0,Agriculture Vegetative Burning,Combustion,Biomass Burning; Agriculture,Wheat,0.02,2.11,0.0,0.0,0.02,0.0,0.01,,0.0,0.0,0.0,12.72,0.0,0.01,0.0,,0.0,0.0,0.0,0.0,0.36,35.47,0.0,10.87,10.08,0.0,0.0,0.0,,2.43,0.0,2.29,0.82,0.0,0.0,0.0,0.01,0.0
59,3258.0,Agriculture Vegetative Burning,Combustion,Biomass Burning; Agriculture,Wheat,0.0,2.15,0.01,0.0,0.03,0.01,0.01,,0.0,0.0,0.0,9.59,0.01,0.01,0.0,,0.0,0.0,0.0,0.0,0.38,38.82,0.0,11.15,12.52,0.0,0.0,0.0,,2.44,0.0,2.56,0.83,0.0,0.0,0.0,0.01,0.0
60,3261.0,Freeway Road Dust,Dust,Road,Paved,0.64,2.54,0.07,0.0,0.55,0.05,0.22,,0.01,0.01,0.0,54.59,0.05,0.81,0.0,,0.02,0.0,0.0,0.01,1.26,67.19,0.01,0.43,0.24,0.0,2.61,0.11,,0.26,0.02,6.74,1.98,0.02,0.0,0.0,0.12,0.03
61,3263.0,Freeway Road Dust,Dust,Road,Paved,2.93,2.1,0.0,0.0,0.37,0.03,0.55,,0.01,0.01,0.01,29.13,0.1,1.82,0.0,,0.05,0.0,0.0,0.01,1.76,40.01,0.09,0.87,0.18,0.0,7.84,0.03,,0.46,0.02,5.47,2.19,0.03,0.16,0.02,0.14,0.01
62,3266.0,Diesel Exhaust,Combustion,Mobile; Onroad,Diesel,0.0,0.03,0.0,0.0,0.01,0.0,0.01,,0.0,0.0,0.0,8.14,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.06,90.8,0.01,0.0,0.0,0.0,0.01,0.0,,0.0,0.0,0.53,0.59,0.0,0.0,0.0,0.02,0.0
63,3268.0,Diesel Exhaust,Combustion,Mobile; Onroad,Diesel,0.0,0.03,0.0,0.0,0.01,0.0,0.01,,0.0,0.0,0.0,9.51,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.06,89.56,0.01,0.0,0.01,0.0,0.01,0.0,,0.01,0.0,0.55,0.54,0.0,0.0,0.0,0.02,0.0
64,3271.0,Residential Wood Burning,Combustion,Biomass Burning; Residential Wood Combustion; Woodstove,Bakersfield Cordwood,0.0,0.03,0.0,0.0,0.01,0.0,0.03,,0.0,0.0,0.0,11.7,0.0,0.01,0.0,,0.0,0.0,0.0,0.0,0.03,63.9,0.0,0.24,0.24,0.0,0.01,0.0,,0.02,0.0,0.2,0.1,0.0,0.0,0.0,0.03,0.0
65,3273.0,Residential Wood Burning,Combustion,Biomass Burning; Residential Wood Combustion; Woodstove,Bakersfield Cordwood,0.0,0.03,0.0,0.0,0.01,0.0,0.01,,0.0,0.0,0.0,10.86,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.03,63.6,0.0,0.22,0.22,0.0,0.0,0.0,,0.02,0.0,0.19,0.08,0.0,0.0,0.0,0.02,0.0
66,3276.0,Residential Wood Burning,Combustion,Biomass Burning; Residential Wood Combustion; Fireplace,Cordwood,0.0,0.05,0.0,0.0,0.01,0.0,0.01,,0.0,0.0,0.0,29.2,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.17,43.18,0.0,0.96,1.32,0.0,0.0,0.0,,0.03,0.0,0.59,0.19,0.0,0.0,0.0,0.08,0.0
67,3278.0,Residential Wood Burning,Combustion,Biomass Burning; Residential Wood Combustion; Fireplace,Mammoth Lakes Cordwood,0.0,0.06,0.0,0.0,0.01,0.0,0.02,,0.0,0.0,0.0,25.53,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.17,52.51,0.0,0.79,1.37,0.0,0.0,0.0,,0.03,0.0,0.61,0.18,0.0,0.0,0.0,0.06,0.0
68,3281.0,Tire Burning,Combustion,Electric Generation; Incinerator,Tire,0.6,34.96,0.0,0.0,0.0,0.03,0.92,,0.02,0.0,0.01,2.48,0.0,0.61,0.0,,0.02,0.0,0.03,0.0,1.81,41.3,0.0,0.32,0.12,0.01,1.38,0.01,,10.31,0.01,35.85,7.13,0.05,0.06,0.01,0.13,0.0
