"","PROFILE_CODE","WEIGHT_PERCENT","UNCERTAINTY_PERCENT","SPECIES_NAME","SYMBOL","PROFILE_NAME","PROFILE_TYPE","TOTAL","REGION","CATEGORY_LEVEL_1_Generation_Mechanism","CATEGORY_LEVEL_2_Sector_Equipment","CATEGORY_LEVEL_3_.Fuel_Product"
"314273","95466",0,0.003660669,"Iron","Fe","Residential Wood Combustion - Fireplace, Synthetic","PM-AE6",100.3331146,"","Combustion","Biomass Burning; Residential Wood Combustion; Fireplace","Synthetic Wood"
"314274","95466",0.026451287,0.035425831,"Nitrate","NO3-","Residential Wood Combustion - Fireplace, Synthetic","PM-AE6",100.3331146,"","Combustion","Biomass Burning; Residential Wood Combustion; Fireplace","Synthetic Wood"
"314275","95466",0.001889378,0.007911769,"Phosphorus","P","Residential Wood Combustion - Fireplace, Synthetic","PM-AE6",100.3331146,"","Combustion","Biomass Burning; Residential Wood Combustion; Fireplace","Synthetic Wood"
"314276","95466",0.022554446,0.003660669,"Potassium","K","Residential Wood Combustion - Fireplace, Synthetic","PM-AE6",100.3331146,"","Combustion","Biomass Burning; Residential Wood Combustion; Fireplace","Synthetic Wood"
"314277","95466",0.273605501,0.022318273,"Silicon","Si","Residential Wood Combustion - Fireplace, Synthetic","PM-AE6",100.3331146,"","Combustion","Biomass Burning; Residential Wood Combustion; Fireplace","Synthetic Wood"
"314280","95466",0.007675597,0.025034254,"Magnesium","Mg","Residential Wood Combustion - Fireplace, Synthetic","PM-AE6",100.3331146,"","Combustion","Biomass Burning; Residential Wood Combustion; Fireplace","Synthetic Wood"
"314282","95466",0.081361325,0.029639612,"Sodium","Na","Residential Wood Combustion - Fireplace, Synthetic","PM-AE6",100.3331146,"","Combustion","Biomass Burning; Residential Wood Combustion; Fireplace","Synthetic Wood"
"314284","95466",0.111473281,0.03637052,"Ammonium","NH4+","Residential Wood Combustion - Fireplace, Synthetic","PM-AE6",100.3331146,"","Combustion","Biomass Burning; Residential Wood Combustion; Fireplace","Synthetic Wood"
"314285","95466",0,0.00271598,"Zinc","Zn","Residential Wood Combustion - Fireplace, Synthetic","PM-AE6",100.3331146,"","Combustion","Biomass Burning; Residential Wood Combustion; Fireplace","Synthetic Wood"
"314286","95466",0.246091439,0.013816074,"Sulfur","S","Residential Wood Combustion - Fireplace, Synthetic","PM-AE6",100.3331146,"","Combustion","Biomass Burning; Residential Wood Combustion; Fireplace","Synthetic Wood"
"314287","95466",0,0.035189659,"Sulfate","SO4=","Residential Wood Combustion - Fireplace, Synthetic","PM-AE6",100.3331146,"","Combustion","Biomass Burning; Residential Wood Combustion; Fireplace","Synthetic Wood"
"314289","95475",2.495624521,-99,"Silicon","Si","Composite -Refinery Fuel Gas and Natural Gas Combustion","PM-AE6",100,"United States","Combustion","Boiler; Process Heater; Engine","Refinery Gas; Natural Gas"
"314290","95475",4.567463747,-99,"Ammonium","NH4+","Composite -Refinery Fuel Gas and Natural Gas Combustion","PM-AE6",100,"United States","Combustion","Boiler; Process Heater; Engine","Refinery Gas; Natural Gas"
"314291","95475",0.800483337,-99,"Aluminum","Al","Composite -Refinery Fuel Gas and Natural Gas Combustion","PM-AE6",100,"United States","Combustion","Boiler; Process Heater; Engine","Refinery Gas; Natural Gas"
"314295","95475",0.09417451,-99,"Zinc","Zn","Composite -Refinery Fuel Gas and Natural Gas Combustion","PM-AE6",100,"United States","Combustion","Boiler; Process Heater; Engine","Refinery Gas; Natural Gas"
"314296","95475",9.699974555,-99,"Sulfate","SO4=","Composite -Refinery Fuel Gas and Natural Gas Combustion","PM-AE6",100,"United States","Combustion","Boiler; Process Heater; Engine","Refinery Gas; Natural Gas"
"314297","95475",2.825235307,-99,"Chloride ion","Cl-","Composite -Refinery Fuel Gas and Natural Gas Combustion","PM-AE6",100,"United States","Combustion","Boiler; Process Heater; Engine","Refinery Gas; Natural Gas"
"314299","95475",2.448537266,-99,"Nitrate","NO3-","Composite -Refinery Fuel Gas and Natural Gas Combustion","PM-AE6",100,"United States","Combustion","Boiler; Process Heater; Engine","Refinery Gas; Natural Gas"
"314300","95475",0.056504706,-99,"Nickel","Ni","Composite -Refinery Fuel Gas and Natural Gas Combustion","PM-AE6",100,"United States","Combustion","Boiler; Process Heater; Engine","Refinery Gas; Natural Gas"
"314301","95475",1.083006868,-99,"Calcium","Ca","Composite -Refinery Fuel Gas and Natural Gas Combustion","PM-AE6",100,"United States","Combustion","Boiler; Process Heater; Engine","Refinery Gas; Natural Gas"
"314302","95475",1.600966674,-99,"Iron","Fe","Composite -Refinery Fuel Gas and Natural Gas Combustion","PM-AE6",100,"United States","Combustion","Boiler; Process Heater; Engine","Refinery Gas; Natural Gas"
"314303","95475",0.941745102,-99,"Copper","Cu","Composite -Refinery Fuel Gas and Natural Gas Combustion","PM-AE6",100,"United States","Combustion","Boiler; Process Heater; Engine","Refinery Gas; Natural Gas"
"314305","95475",0.376698041,-99,"Potassium","K","Composite -Refinery Fuel Gas and Natural Gas Combustion","PM-AE6",100,"United States","Combustion","Boiler; Process Heater; Engine","Refinery Gas; Natural Gas"
"316316","95514",0.0474,0.01199,"Sodium","Na","Coal Combustion - Prater Creek Coal","PM-AE6",100,"Eastern US and Powder River Basin","Combustion","Boiler","Coal"
"316317","95514",0.02446,0.00365,"Zinc","Zn","Coal Combustion - Prater Creek Coal","PM-AE6",100,"Eastern US and Powder River Basin","Combustion","Boiler","Coal"
"316318","95514",5.078,3.1271,"Sulfate","SO4=","Coal Combustion - Prater Creek Coal","PM-AE6",100,"Eastern US and Powder River Basin","Combustion","Boiler","Coal"
"316320","95514",0.04604,0.00756,"Vanadium","V","Coal Combustion - Prater Creek Coal","PM-AE6",100,"Eastern US and Powder River Basin","Combustion","Boiler","Coal"
"316322","95514",1.3003,1.1529,"Ammonium","NH4+","Coal Combustion - Prater Creek Coal","PM-AE6",100,"Eastern US and Powder River Basin","Combustion","Boiler","Coal"
"316327","95514",0.03477,0.02608,"Selenium","Se","Coal Combustion - Prater Creek Coal","PM-AE6",100,"Eastern US and Powder River Basin","Combustion","Boiler","Coal"
"316329","95514",0.01928,0.00645,"Arsenic","As","Coal Combustion - Prater Creek Coal","PM-AE6",100,"Eastern US and Powder River Basin","Combustion","Boiler","Coal"
"316330","95514",0.0835,0.01572,"Potassium","K","Coal Combustion - Prater Creek Coal","PM-AE6",100,"Eastern US and Powder River Basin","Combustion","Boiler","Coal"
"316331","95514",11.8994,2.9731,"Aluminum","Al","Coal Combustion - Prater Creek Coal","PM-AE6",100,"Eastern US and Powder River Basin","Combustion","Boiler","Coal"
"316333","95514",0.37622,0.07188,"Calcium","Ca","Coal Combustion - Prater Creek Coal","PM-AE6",100,"Eastern US and Powder River Basin","Combustion","Boiler","Coal"
"316334","95514",0.0225,0.00472,"Cobalt","Co","Coal Combustion - Prater Creek Coal","PM-AE6",100,"Eastern US and Powder River Basin","Combustion","Boiler","Coal"
"316335","95514",0.06676,0.04026,"Copper","Cu","Coal Combustion - Prater Creek Coal","PM-AE6",100,"Eastern US and Powder River Basin","Combustion","Boiler","Coal"
"316336","95514",5.1464,1.4179,"Iron","Fe","Coal Combustion - Prater Creek Coal","PM-AE6",100,"Eastern US and Powder River Basin","Combustion","Boiler","Coal"
"316337","95514",0.02407,0.00141,"Lead","Pb","Coal Combustion - Prater Creek Coal","PM-AE6",100,"Eastern US and Powder River Basin","Combustion","Boiler","Coal"
"316338","95514",0.04753,0.01031,"Magnesium","Mg","Coal Combustion - Prater Creek Coal","PM-AE6",100,"Eastern US and Powder River Basin","Combustion","Boiler","Coal"
"316339","95514",0.04298,0.00993,"Manganese","Mn","Coal Combustion - Prater Creek Coal","PM-AE6",100,"Eastern US and Powder River Basin","Combustion","Boiler","Coal"
"316340","95514",0.07604,0.06426,"Nickel","Ni","Coal Combustion - Prater Creek Coal","PM-AE6",100,"Eastern US and Powder River Basin","Combustion","Boiler","Coal"
"316345","95515",0.16318,0.00546,"Sodium","Na","Coal Combustion - Prater Creek w/biomass","PM-AE6",100,"Eastern US and Powder River Basin","Combustion","Boiler","Coal; Biomass"
"316347","95515",2.8749,0.1079,"Sulfate","SO4=","Coal Combustion - Prater Creek w/biomass","PM-AE6",100,"Eastern US and Powder River Basin","Combustion","Boiler","Coal; Biomass"
"316349","95515",0.03742,0.00265,"Vanadium","V","Coal Combustion - Prater Creek w/biomass","PM-AE6",100,"Eastern US and Powder River Basin","Combustion","Boiler","Coal; Biomass"
"316350","95515",0.03043,0.00293,"Zinc","Zn","Coal Combustion - Prater Creek w/biomass","PM-AE6",100,"Eastern US and Powder River Basin","Combustion","Boiler","Coal; Biomass"
"316351","95515",0.10058,0.0036,"Ammonium","NH4+","Coal Combustion - Prater Creek w/biomass","PM-AE6",100,"Eastern US and Powder River Basin","Combustion","Boiler","Coal; Biomass"
"316353","95515",0.01344,0.0027,"Selenium","Se","Coal Combustion - Prater Creek w/biomass","PM-AE6",100,"Eastern US and Powder River Basin","Combustion","Boiler","Coal; Biomass"
"316354","95515",0.14615,0.01108,"Magnesium","Mg","Coal Combustion - Prater Creek w/biomass","PM-AE6",100,"Eastern US and Powder River Basin","Combustion","Boiler","Coal; Biomass"
"316356","95515",0.00046,7e-05,"Cadmium","Cd","Coal Combustion - Prater Creek w/biomass","PM-AE6",100,"Eastern US and Powder River Basin","Combustion","Boiler","Coal; Biomass"
"316357","95515",0.01303,0.00083,"Arsenic","As","Coal Combustion - Prater Creek w/biomass","PM-AE6",100,"Eastern US and Powder River Basin","Combustion","Boiler","Coal; Biomass"
"316358","95515",0.0305,0.0061,"Nickel","Ni","Coal Combustion - Prater Creek w/biomass","PM-AE6",100,"Eastern US and Powder River Basin","Combustion","Boiler","Coal; Biomass"
"316360","95515",0.09369,0.01463,"Potassium","K","Coal Combustion - Prater Creek w/biomass","PM-AE6",100,"Eastern US and Powder River Basin","Combustion","Boiler","Coal; Biomass"
"316361","95515",1.4359,0.1007,"Calcium","Ca","Coal Combustion - Prater Creek w/biomass","PM-AE6",100,"Eastern US and Powder River Basin","Combustion","Boiler","Coal; Biomass"
"316362","95515",0.02099,0.00231,"Cobalt","Co","Coal Combustion - Prater Creek w/biomass","PM-AE6",100,"Eastern US and Powder River Basin","Combustion","Boiler","Coal; Biomass"
"316363","95515",0.03311,0.00466,"Copper","Cu","Coal Combustion - Prater Creek w/biomass","PM-AE6",100,"Eastern US and Powder River Basin","Combustion","Boiler","Coal; Biomass"
"316365","95515",0.02359,0.00125,"Lead","Pb","Coal Combustion - Prater Creek w/biomass","PM-AE6",100,"Eastern US and Powder River Basin","Combustion","Boiler","Coal; Biomass"
"316366","95515",0.05111,0.00476,"Manganese","Mn","Coal Combustion - Prater Creek w/biomass","PM-AE6",100,"Eastern US and Powder River Basin","Combustion","Boiler","Coal; Biomass"
"316368","95516",0.01904,0.01172,"Ammonium","NH4+","Coal Combustion - Black Thunder Coal","PM-AE6",100,"Eastern US and Powder River Basin","Combustion","Boiler","Coal"
"316369","95516",0.01595,0.00094,"Zinc","Zn","Coal Combustion - Black Thunder Coal","PM-AE6",100,"Eastern US and Powder River Basin","Combustion","Boiler","Coal"
"316370","95516",0.03122,0.00121,"Vanadium","V","Coal Combustion - Black Thunder Coal","PM-AE6",100,"Eastern US and Powder River Basin","Combustion","Boiler","Coal"
"316372","95516",0.00184,9e-05,"Selenium","Se","Coal Combustion - Black Thunder Coal","PM-AE6",100,"Eastern US and Powder River Basin","Combustion","Boiler","Coal"
"316373","95516",3.5381,0.3138,"Sulfate","SO4=","Coal Combustion - Black Thunder Coal","PM-AE6",100,"Eastern US and Powder River Basin","Combustion","Boiler","Coal"
"316375","95516",0.15797,0.00635,"Sodium","Na","Coal Combustion - Black Thunder Coal","PM-AE6",100,"Eastern US and Powder River Basin","Combustion","Boiler","Coal"
"316377","95516",0.01353,0.00154,"Nickel","Ni","Coal Combustion - Black Thunder Coal","PM-AE6",100,"Eastern US and Powder River Basin","Combustion","Boiler","Coal"
"316378","95516",0.04243,0.00183,"Manganese","Mn","Coal Combustion - Black Thunder Coal","PM-AE6",100,"Eastern US and Powder River Basin","Combustion","Boiler","Coal"
"316379","95516",0.01241,0.00143,"Lead","Pb","Coal Combustion - Black Thunder Coal","PM-AE6",100,"Eastern US and Powder River Basin","Combustion","Boiler","Coal"
"316380","95516",0.02105,0.00094,"Copper","Cu","Coal Combustion - Black Thunder Coal","PM-AE6",100,"Eastern US and Powder River Basin","Combustion","Boiler","Coal"
"316381","95516",0.00967,0.00084,"Cobalt","Co","Coal Combustion - Black Thunder Coal","PM-AE6",100,"Eastern US and Powder River Basin","Combustion","Boiler","Coal"
"316382","95516",2.8821,0.2925,"Calcium","Ca","Coal Combustion - Black Thunder Coal","PM-AE6",100,"Eastern US and Powder River Basin","Combustion","Boiler","Coal"
"316383","95516",0.00028,2e-05,"Cadmium","Cd","Coal Combustion - Black Thunder Coal","PM-AE6",100,"Eastern US and Powder River Basin","Combustion","Boiler","Coal"
"316384","95516",0.00454,0.00049,"Arsenic","As","Coal Combustion - Black Thunder Coal","PM-AE6",100,"Eastern US and Powder River Basin","Combustion","Boiler","Coal"
"316385","95516",0.23925,0.07757,"Magnesium","Mg","Coal Combustion - Black Thunder Coal","PM-AE6",100,"Eastern US and Powder River Basin","Combustion","Boiler","Coal"
"316386","95516",0.04196,0.00392,"Potassium","K","Coal Combustion - Black Thunder Coal","PM-AE6",100,"Eastern US and Powder River Basin","Combustion","Boiler","Coal"
"316388","95517",0.03346,0.00133,"Selenium","Se","Coal Combustion - Bailey Mine Coal","PM-AE6",100,"Eastern US and Powder River Basin","Combustion","Boiler","Coal"
"316389","95517",0.05867,0.00357,"Sodium","Na","Coal Combustion - Bailey Mine Coal","PM-AE6",100,"Eastern US and Powder River Basin","Combustion","Boiler","Coal"
"316391","95517",36.169,1.108,"Sulfate","SO4=","Coal Combustion - Bailey Mine Coal","PM-AE6",100,"Eastern US and Powder River Basin","Combustion","Boiler","Coal"
"316392","95517",0.02619,0.00375,"Vanadium","V","Coal Combustion - Bailey Mine Coal","PM-AE6",100,"Eastern US and Powder River Basin","Combustion","Boiler","Coal"
"316393","95517",0.0125,0.00384,"Zinc","Zn","Coal Combustion - Bailey Mine Coal","PM-AE6",100,"Eastern US and Powder River Basin","Combustion","Boiler","Coal"
"316395","95517",0.01182,0.00113,"Manganese","Mn","Coal Combustion - Bailey Mine Coal","PM-AE6",100,"Eastern US and Powder River Basin","Combustion","Boiler","Coal"
"316396","95517",3.7766,0.5411,"Ammonium","NH4+","Coal Combustion - Bailey Mine Coal","PM-AE6",100,"Eastern US and Powder River Basin","Combustion","Boiler","Coal"
"316397","95517",0.00951,0.00122,"Arsenic","As","Coal Combustion - Bailey Mine Coal","PM-AE6",100,"Eastern US and Powder River Basin","Combustion","Boiler","Coal"
"316398","95517",0.09062,0.00777,"Magnesium","Mg","Coal Combustion - Bailey Mine Coal","PM-AE6",100,"Eastern US and Powder River Basin","Combustion","Boiler","Coal"
"316399","95517",0.0073,0.00045,"Lead","Pb","Coal Combustion - Bailey Mine Coal","PM-AE6",100,"Eastern US and Powder River Basin","Combustion","Boiler","Coal"
"316400","95517",1.7139,0.2996,"Iron","Fe","Coal Combustion - Bailey Mine Coal","PM-AE6",100,"Eastern US and Powder River Basin","Combustion","Boiler","Coal"
"316402","95517",0.01104,0.00383,"Copper","Cu","Coal Combustion - Bailey Mine Coal","PM-AE6",100,"Eastern US and Powder River Basin","Combustion","Boiler","Coal"
"316403","95517",0.00559,0.00363,"Cobalt","Co","Coal Combustion - Bailey Mine Coal","PM-AE6",100,"Eastern US and Powder River Basin","Combustion","Boiler","Coal"
"316404","95517",0.52095,0.04459,"Calcium","Ca","Coal Combustion - Bailey Mine Coal","PM-AE6",100,"Eastern US and Powder River Basin","Combustion","Boiler","Coal"
"316406","95517",0.01145,0.00246,"Nickel","Ni","Coal Combustion - Bailey Mine Coal","PM-AE6",100,"Eastern US and Powder River Basin","Combustion","Boiler","Coal"
"316407","95517",0.12044,0.03614,"Potassium","K","Coal Combustion - Bailey Mine Coal","PM-AE6",100,"Eastern US and Powder River Basin","Combustion","Boiler","Coal"
"316408","95518",0.009,0.0154,"Selenium","Se","Coal Combustion - Western Canadian lignite","PM-AE6",100,"Canada","Combustion","Electric Generation; Boiler","Coal"
"316409","95518",11.2,0.1,"Silicon","Si","Coal Combustion - Western Canadian lignite","PM-AE6",100,"Canada","Combustion","Electric Generation; Boiler","Coal"
"316415","95518",0.34,0.002,"Potassium","K","Coal Combustion - Western Canadian lignite","PM-AE6",100,"Canada","Combustion","Electric Generation; Boiler","Coal"
"316416","95518",3.85,2.3,"Sodium","Na","Coal Combustion - Western Canadian lignite","PM-AE6",100,"Canada","Combustion","Electric Generation; Boiler","Coal"
"316417","95518",8.45,0,"Calcium","Ca","Coal Combustion - Western Canadian lignite","PM-AE6",100,"Canada","Combustion","Electric Generation; Boiler","Coal"
"316419","95518",0.006,0.0164,"Copper","Cu","Coal Combustion - Western Canadian lignite","PM-AE6",100,"Canada","Combustion","Electric Generation; Boiler","Coal"
"316420","95518",2,0,"Iron","Fe","Coal Combustion - Western Canadian lignite","PM-AE6",100,"Canada","Combustion","Electric Generation; Boiler","Coal"
"316421","95518",0.31,0.035,"Phosphorus","P","Coal Combustion - Western Canadian lignite","PM-AE6",100,"Canada","Combustion","Electric Generation; Boiler","Coal"
"316423","95518",9.45,0.2,"Aluminum","Al","Coal Combustion - Western Canadian lignite","PM-AE6",100,"Canada","Combustion","Electric Generation; Boiler","Coal"
"316424","95518",0.0164,0.056,"Lead","Pb","Coal Combustion - Western Canadian lignite","PM-AE6",100,"Canada","Combustion","Electric Generation; Boiler","Coal"
"316425","95518",0.000214,5.6e-05,"Magnesium","Mg","Coal Combustion - Western Canadian lignite","PM-AE6",100,"Canada","Combustion","Electric Generation; Boiler","Coal"
"316426","95518",0.4,0.06,"Sulfate","SO4=","Coal Combustion - Western Canadian lignite","PM-AE6",100,"Canada","Combustion","Electric Generation; Boiler","Coal"
"316447","95519",2.91455,0.0248763,"Aluminum","Al","Unpaved Road Dust - Detroit","PM-AE6",100,"Detroit, Michigan, USA","Dust","Road","Unpaved; Nonindustrial"
"316449","95519",17.0768,0.0370271,"Calcium","Ca","Unpaved Road Dust - Detroit","PM-AE6",100,"Detroit, Michigan, USA","Dust","Road","Unpaved; Nonindustrial"
"316450","95519",0.0100983,0.000515588,"Copper","Cu","Unpaved Road Dust - Detroit","PM-AE6",100,"Detroit, Michigan, USA","Dust","Road","Unpaved; Nonindustrial"
"316451","95519",4.4334,0.0120687,"Iron","Fe","Unpaved Road Dust - Detroit","PM-AE6",100,"Detroit, Michigan, USA","Dust","Road","Unpaved; Nonindustrial"
"316452","95519",0.045155,0.00352209,"Lead","Pb","Unpaved Road Dust - Detroit","PM-AE6",100,"Detroit, Michigan, USA","Dust","Road","Unpaved; Nonindustrial"
"316454","95519",7.15912,0.0532008,"Silicon","Si","Unpaved Road Dust - Detroit","PM-AE6",100,"Detroit, Michigan, USA","Dust","Road","Unpaved; Nonindustrial"
"316480","95520",0.008509,0.000495935,"Copper","Cu","Urban Soil - Detroit","PM-AE6",100,"Michigan","Dust","Urban","Soil"
"316484","95520",2.8067,0.0311785,"Aluminum","Al","Urban Soil - Detroit","PM-AE6",100,"Michigan","Dust","Urban","Soil"
"316485","95520",0.008255,0.00073025,"Lead","Pb","Urban Soil - Detroit","PM-AE6",100,"Michigan","Dust","Urban","Soil"
"316487","95520",19.4945,0.0437515,"Calcium","Ca","Urban Soil - Detroit","PM-AE6",100,"Michigan","Dust","Urban","Soil"
"316488","95520",2.50825,0.010541,"Iron","Fe","Urban Soil - Detroit","PM-AE6",100,"Michigan","Dust","Urban","Soil"
"316490","95520",8.001,0.06604,"Silicon","Si","Urban Soil - Detroit","PM-AE6",100,"Michigan","Dust","Urban","Soil"
"316519","95521",5.236,0.11254,"Aluminum","Al","Agricultural Soil - Detroit","PM-AE6",100,"Michigan","Dust","Agriculture","Soil"
"316523","95521",6.8,0.033354,"Calcium","Ca","Agricultural Soil - Detroit","PM-AE6",100,"Michigan","Dust","Agriculture","Soil"
"316524","95521",0.010676,0.0012138,"Copper","Cu","Agricultural Soil - Detroit","PM-AE6",100,"Michigan","Dust","Agriculture","Soil"
"316525","95521",4.386,0.0408,"Iron","Fe","Agricultural Soil - Detroit","PM-AE6",100,"Michigan","Dust","Agriculture","Soil"
"316526","95521",0.012444,0.0017068,"Lead","Pb","Agricultural Soil - Detroit","PM-AE6",100,"Michigan","Dust","Agriculture","Soil"
"316528","95521",15.164,0.18224,"Silicon","Si","Agricultural Soil - Detroit","PM-AE6",100,"Michigan","Dust","Agriculture","Soil"
"316559","95522",7.02878,0.0221414,"Calcium","Ca","Paved Road Dust - Cleveland","PM-AE6",100,"Ohio","Dust","Road","Paved"
"316560","95522",0.0296457,0.00189465,"Copper","Cu","Paved Road Dust - Cleveland","PM-AE6",100,"Ohio","Dust","Road","Paved"
"316561","95522",0.095104,0.0077272,"Lead","Pb","Paved Road Dust - Cleveland","PM-AE6",100,"Ohio","Dust","Road","Paved"
"316562","95522",4.37627,0.0591428,"Aluminum","Al","Paved Road Dust - Cleveland","PM-AE6",100,"Ohio","Dust","Road","Paved"
"316563","95522",9.659,0.09659,"Silicon","Si","Paved Road Dust - Cleveland","PM-AE6",100,"Ohio","Dust","Road","Paved"
"316566","95522",7.02135,0.0271195,"Iron","Fe","Paved Road Dust - Cleveland","PM-AE6",100,"Ohio","Dust","Road","Paved"
"316590","95523",6.6665,0.06164,"Aluminum","Al","Unpaved Road Dust - Cleveland","PM-AE6",100,"Cleveland, Ohio, USA","Dust","Road","Unpaved; Nonindustrial"
"316594","95523",0.115575,0.009179,"Lead","Pb","Unpaved Road Dust - Cleveland","PM-AE6",100,"Cleveland, Ohio, USA","Dust","Road","Unpaved; Nonindustrial"
"316598","95523",2.3651,0.0095475,"Calcium","Ca","Unpaved Road Dust - Cleveland","PM-AE6",100,"Cleveland, Ohio, USA","Dust","Road","Unpaved; Nonindustrial"
"316599","95523",7.6045,0.0236845,"Iron","Fe","Unpaved Road Dust - Cleveland","PM-AE6",100,"Cleveland, Ohio, USA","Dust","Road","Unpaved; Nonindustrial"
"316601","95523",14.74,0.11591,"Silicon","Si","Unpaved Road Dust - Cleveland","PM-AE6",100,"Cleveland, Ohio, USA","Dust","Road","Unpaved; Nonindustrial"
"316604","95523",0.0107535,0.0007571,"Copper","Cu","Unpaved Road Dust - Cleveland","PM-AE6",100,"Cleveland, Ohio, USA","Dust","Road","Unpaved; Nonindustrial"
"316630","95524",2.04256,0.0126678,"Calcium","Ca","Urban Soil - Cleveland","PM-AE6",100,"Ohio","Dust","Urban","Soil"
"316632","95524",0.0197873,0.00111948,"Copper","Cu","Urban Soil - Cleveland","PM-AE6",100,"Ohio","Dust","Urban","Soil"
"316633","95524",8.4943,0.0308348,"Iron","Fe","Urban Soil - Cleveland","PM-AE6",100,"Ohio","Dust","Urban","Soil"
"316635","95524",0.118822,0.0094763,"Lead","Pb","Urban Soil - Cleveland","PM-AE6",100,"Ohio","Dust","Urban","Soil"
"316636","95524",7.365,0.079051,"Aluminum","Al","Urban Soil - Cleveland","PM-AE6",100,"Ohio","Dust","Urban","Soil"
"316638","95524",18.167,0.15221,"Silicon","Si","Urban Soil - Cleveland","PM-AE6",100,"Ohio","Dust","Urban","Soil"
"316669","95525",7.21,0.058975,"Aluminum","Al","Agricultural Soil - Cleveland","PM-AE6",100,"Ohio","Dust","Agriculture","Soil"
"316670","95525",0.3885,0.00413,"Calcium","Ca","Agricultural Soil - Cleveland","PM-AE6",100,"Ohio","Dust","Agriculture","Soil"
"316671","95525",0.0058275,0.000399,"Copper","Cu","Agricultural Soil - Cleveland","PM-AE6",100,"Ohio","Dust","Agriculture","Soil"
"316672","95525",2.38,0.009835,"Iron","Fe","Agricultural Soil - Cleveland","PM-AE6",100,"Ohio","Dust","Agriculture","Soil"
"316673","95525",0.004935,0.00048475,"Lead","Pb","Agricultural Soil - Cleveland","PM-AE6",100,"Ohio","Dust","Agriculture","Soil"
"316675","95525",25.375,0.1785,"Silicon","Si","Agricultural Soil - Cleveland","PM-AE6",100,"Ohio","Dust","Agriculture","Soil"
"316701","95526",3.85888,0.1984,"Aluminum","Al","Paved Road Dust - Saint Louis","PM-AE6",100,"Missouri","Dust","Road","Paved"
"316705","95526",0.070432,0.00645792,"Lead","Pb","Paved Road Dust - Saint Louis","PM-AE6",100,"Missouri","Dust","Road","Paved"
"316709","95526",10.416,0.0633888,"Calcium","Ca","Paved Road Dust - Saint Louis","PM-AE6",100,"Missouri","Dust","Road","Paved"
"316710","95526",6.22976,0.081344,"Iron","Fe","Paved Road Dust - Saint Louis","PM-AE6",100,"Missouri","Dust","Road","Paved"
"316712","95526",12.3008,0.268832,"Silicon","Si","Paved Road Dust - Saint Louis","PM-AE6",100,"Missouri","Dust","Road","Paved"
"316715","95526",0.131936,0.00851136,"Copper","Cu","Paved Road Dust - Saint Louis","PM-AE6",100,"Missouri","Dust","Road","Paved"
"316743","95527",4.965,0.065538,"Aluminum","Al","Unpaved Road Dust - Saint Louis","PM-AE6",100,"St. Louis, Missouri, USA","Dust","Road","Unpaved"
"316744","95527",2.43947,0.0138027,"Calcium","Ca","Unpaved Road Dust - Saint Louis","PM-AE6",100,"St. Louis, Missouri, USA","Dust","Road","Unpaved"
"316745","95527",0.0113533,0.00123794,"Copper","Cu","Unpaved Road Dust - Saint Louis","PM-AE6",100,"St. Louis, Missouri, USA","Dust","Road","Unpaved"
"316746","95527",2.20446,0.0184036,"Iron","Fe","Unpaved Road Dust - Saint Louis","PM-AE6",100,"St. Louis, Missouri, USA","Dust","Road","Unpaved"
"316747","95527",0.0045678,0.00108237,"Lead","Pb","Unpaved Road Dust - Saint Louis","PM-AE6",100,"St. Louis, Missouri, USA","Dust","Road","Unpaved"
"316749","95527",14.4647,0.130083,"Silicon","Si","Unpaved Road Dust - Saint Louis","PM-AE6",100,"St. Louis, Missouri, USA","Dust","Road","Unpaved"
"316781","95528",14.2725,0.035811,"Calcium","Ca","Urban Soil - Saint Louis","PM-AE6",100,"Missouri","Dust","Urban","Soil"
"316782","95528",0.0105357,0.00076812,"Copper","Cu","Urban Soil - Saint Louis","PM-AE6",100,"Missouri","Dust","Urban","Soil"
"316783","95528",0.0365895,0.00302577,"Lead","Pb","Urban Soil - Saint Louis","PM-AE6",100,"Missouri","Dust","Urban","Soil"
"316784","95528",4.45302,0.054495,"Aluminum","Al","Urban Soil - Saint Louis","PM-AE6",100,"Missouri","Dust","Urban","Soil"
"316785","95528",11.3661,0.101205,"Silicon","Si","Urban Soil - Saint Louis","PM-AE6",100,"Missouri","Dust","Urban","Soil"
"316788","95528",4.69695,0.0201372,"Iron","Fe","Urban Soil - Saint Louis","PM-AE6",100,"Missouri","Dust","Urban","Soil"
"316812","95529",6.5404,0.20335,"Aluminum","Al","Paved Road Dust - Chicago","PM-AE6",100,"Chicago, Illinois, USA","Dust","Road","Paved"
"316816","95529",8.3e-08,0.0030876,"Lead","Pb","Paved Road Dust - Chicago","PM-AE6",100,"Chicago, Illinois, USA","Dust","Road","Paved"
"316820","95529",6.5487,0.054531,"Calcium","Ca","Paved Road Dust - Chicago","PM-AE6",100,"Chicago, Illinois, USA","Dust","Road","Paved"
"316821","95529",7.1878,0.078269,"Iron","Fe","Paved Road Dust - Chicago","PM-AE6",100,"Chicago, Illinois, USA","Dust","Road","Paved"
"316823","95529",17.098,0.28552,"Silicon","Si","Paved Road Dust - Chicago","PM-AE6",100,"Chicago, Illinois, USA","Dust","Road","Paved"
"316826","95529",0.42413,0.02324,"Copper","Cu","Paved Road Dust - Chicago","PM-AE6",100,"Chicago, Illinois, USA","Dust","Road","Paved"
